No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;;;;;;;
7792;459.485.201;103.208.137.6;192.168.43.47;TCP;1454;443  >  65159 [ACK] Seq=929946 Ack=8284 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7793;459.485.327;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=931346 Win=520704 Len=0;;;;;;;;;;;;;;;
7794;459.485.760;103.208.137.6;192.168.43.47;TLSv1.2;147;Application Data;;;;;;;;;;;;;;;
7795;459.485.760;103.208.137.6;192.168.43.47;TLSv1.2;1163;Application Data;;;;;;;;;;;;;;;
7796;459.485.760;103.208.137.6;192.168.43.47;TLSv1.2;482;Application Data;;;;;;;;;;;;;;;
7797;459.485.760;103.208.137.6;192.168.43.47;TLSv1.2;1162;Application Data;;;;;;;;;;;;;;;
7798;459.485.870;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=934084 Win=520704 Len=0;;;;;;;;;;;;;;;
7799;459.495.506;103.208.137.6;192.168.43.47;TLSv1.2;1076;Application Data;;;;;;;;;;;;;;;
7800;459.495.670;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=935106 Win=519680 Len=0;;;;;;;;;;;;;;;
7801;459.538.732;103.208.137.6;192.168.43.47;TCP;1454;443  >  65159 [ACK] Seq=935106 Ack=8284 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7802;459.539.008;103.208.137.6;192.168.43.47;TLSv1.2;1454;Application Data, Application Data;;;;;;;;;;;;;;;
7803;459.539.092;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=937906 Win=520704 Len=0;;;;;;;;;;;;;;;
7804;459.539.894;103.208.137.6;192.168.43.47;TLSv1.2;1454;Application Data, Application Data, Application Data;;;;;;;;;;;;;;;
7805;459.539.894;103.208.137.6;192.168.43.47;TLSv1.2;1454;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
7806;459.539.894;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65159 [ACK] Seq=939306 Ack=8284 Win=64128 Len=1400;;;;;;;;;;;;;;;
7807;459.540.050;192.168.43.47;103.208.137.6;TCP;66;65159  >  443 [ACK] Seq=8284 Ack=939306 Win=520704 Len=0 SLE=940706 SRE=942106;;;;;;;;;;;;;;;
7808;459.540.194;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=942106 Win=520704 Len=0;;;;;;;;;;;;;;;
7809;459.540.393;103.208.137.6;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
7810;459.540.457;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=943506 Win=520704 Len=0;;;;;;;;;;;;;;;
7811;459.540.751;103.208.137.6;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
7812;459.540.935;103.208.137.6;192.168.43.47;TLSv1.2;1454;Ignored Unknown Record;;;;;;;;;;;;;;;
7813;459.540.935;103.208.137.6;192.168.43.47;TLSv1.2;144;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
7814;459.541.008;192.168.43.47;103.208.137.6;TCP;66;65159  >  443 [ACK] Seq=8284 Ack=946306 Win=520704 Len=0 SLE=949106 SRE=949196;;;;;;;;;;;;;;;
7815;459.541.540;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65159 [ACK] Seq=946306 Ack=8284 Win=64128 Len=1400;;;;;;;;;;;;;;;
7816;459.541.608;192.168.43.47;103.208.137.6;TCP;66;65159  >  443 [ACK] Seq=8284 Ack=947706 Win=520704 Len=0 SLE=949106 SRE=949196;;;;;;;;;;;;;;;
7817;459.541.799;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65159 [ACK] Seq=947706 Ack=8284 Win=64128 Len=1400;;;;;;;;;;;;;;;
7818;459.541.862;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8284 Ack=949196 Win=520704 Len=0;;;;;;;;;;;;;;;
7819;459.648.393;23.111.9.35;192.168.43.47;TCP;54;443  >  65257 [ACK] Seq=1 Ack=518 Win=30720 Len=0;;;;;;;;;;;;;;;
7820;459.648.621;23.111.9.35;192.168.43.47;TLSv1.2;204;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
7821;459.657.802;192.168.43.47;23.111.9.35;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;;;;;;;
7822;459.765.971;192.168.43.47;103.208.137.6;TLSv1.2;740;Application Data;;;;;;;;;;;;;;;
7823;459.775.146;192.168.43.47;103.208.137.6;TLSv1.2;776;Application Data;;;;;;;;;;;;;;;
7824;459.826.110;103.208.137.6;192.168.43.47;TCP;54;443  >  65159 [ACK] Seq=949196 Ack=8970 Win=64128 Len=0;;;;;;;;;;;;;;;
7825;459.828.049;103.208.137.6;192.168.43.47;TLSv1.2;1184;Application Data;;;;;;;;;;;;;;;
7826;459.828.287;103.208.137.6;192.168.43.47;TCP;54;443  >  65160 [ACK] Seq=478030 Ack=10145 Win=64128 Len=0;;;;;;;;;;;;;;;
7827;459.828.287;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
7828;459.828.382;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=8970 Ack=950360 Win=519424 Len=0;;;;;;;;;;;;;;;
7829;459.828.897;103.208.137.6;192.168.43.47;TCP;88;[TCP Previous segment not captured] 443  >  65160 [PSH, ACK] Seq=479088 Ack=10145 Win=64128 Len=34 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7830;459.828.971;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 6470#1] 65160  >  443 [ACK] Seq=10145 Ack=478030 Win=372224 Len=0 SLE=479088 SRE=479122;;;;;;;;;;;;;;;
7831;459.829.186;103.208.137.6;192.168.43.47;TCP;1112;[TCP Out-Of-Order] 443  >  65160 [PSH, ACK] Seq=478030 Ack=10145 Win=64128 Len=1058 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7832;459.829.262;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=10145 Ack=479122 Win=371200 Len=0;;;;;;;;;;;;;;;
7833;459.865.306;23.111.9.35;192.168.43.47;TLSv1.2;123;Application Data;;;;;;;;;;;;;;;
7834;459.905.296;192.168.43.47;23.111.9.35;TCP;54;65257  >  443 [ACK] Seq=569 Ack=220 Win=65536 Len=0;;;;;;;;;;;;;;;
7835;459.966.776;192.168.43.47;103.208.137.6;TLSv1.2;771;Application Data;;;;;;;;;;;;;;;
7836;459.972.727;192.168.43.47;103.208.137.6;TLSv1.2;786;Application Data;;;;;;;;;;;;;;;
7837;459.975.651;192.168.43.47;103.208.137.6;TLSv1.2;778;Application Data;;;;;;;;;;;;;;;
7838;459.976.751;192.168.43.47;103.208.137.6;TLSv1.2;773;Application Data;;;;;;;;;;;;;;;
7839;459.982.209;192.168.43.47;103.208.137.6;TLSv1.2;780;Application Data;;;;;;;;;;;;;;;
7840;459.988.689;192.168.43.47;103.208.137.6;TLSv1.2;768;Application Data;;;;;;;;;;;;;;;
7841;460.035.174;103.208.137.6;192.168.43.47;TCP;54;443  >  65120 [ACK] Seq=417495 Ack=12842 Win=64128 Len=0;;;;;;;;;;;;;;;
7842;460.035.443;103.208.137.6;192.168.43.47;TCP;54;443  >  65161 [ACK] Seq=21816 Ack=6911 Win=64128 Len=0;;;;;;;;;;;;;;;
7843;460.035.443;103.208.137.6;192.168.43.47;TCP;54;443  >  65121 [ACK] Seq=712613 Ack=26294 Win=64128 Len=0;;;;;;;;;;;;;;;
7844;460.043.407;103.208.137.6;192.168.43.47;TLSv1.2;523;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
7845;460.043.547;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 5532#1] 65121  >  443 [ACK] Seq=26294 Ack=712613 Win=623104 Len=0 SLE=714013 SRE=714482;;;;;;;;;;;;;;;
7846;460.044.086;103.208.137.6;192.168.43.47;TCP;54;443  >  65126 [ACK] Seq=47172 Ack=7936 Win=64128 Len=0;;;;;;;;;;;;;;;
7847;460.044.086;103.208.137.6;192.168.43.47;TCP;428;[TCP Previous segment not captured] 443  >  65120 [PSH, ACK] Seq=418895 Ack=12842 Win=64128 Len=374 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7848;460.044.086;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65121 [ACK] Seq=712613 Ack=26294 Win=64128 Len=1400;;;;;;;;;;;;;;;
7849;460.044.086;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65120 [ACK] Seq=417495 Ack=12842 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7850;460.044.220;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4920#2] 65120  >  443 [ACK] Seq=12842 Ack=417495 Win=464640 Len=0 SLE=418895 SRE=419269;;;;;;;;;;;;;;;
7851;460.044.337;192.168.43.47;103.208.137.6;TCP;54;65120  >  443 [ACK] Seq=12842 Ack=419269 Win=464640 Len=0;;;;;;;;;;;;;;;
7852;460.044.439;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=26294 Ack=714482 Win=624384 Len=0;;;;;;;;;;;;;;;
7853;460.045.523;103.208.137.6;192.168.43.47;TLSv1.2;1041;Application Data;;;;;;;;;;;;;;;
7854;460.046.446;103.208.137.6;192.168.43.47;TCP;550;443  >  65160 [PSH, ACK] Seq=479122 Ack=10862 Win=64128 Len=496 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7855;460.046.446;103.208.137.6;192.168.43.47;TCP;88;[TCP Previous segment not captured] 443  >  65126 [PSH, ACK] Seq=51515 Ack=7936 Win=64128 Len=34 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7856;460.046.446;103.208.137.6;192.168.43.47;TCP;80;[TCP Out-Of-Order] 443  >  65126 [PSH, ACK] Seq=51489 Ack=7936 Win=64128 Len=26 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7857;460.046.446;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
7858;460.046.446;103.208.137.6;192.168.43.47;TLSv1.2;487;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;;;;;;;
7859;460.046.446;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65126 [ACK] Seq=50089 Ack=7936 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7860;460.046.670;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4441#1] 65126  >  443 [ACK] Seq=7936 Ack=47172 Win=65792 Len=0 SLE=51515 SRE=51549;;;;;;;;;;;;;;;
7861;460.046.875;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4441#2] 65126  >  443 [ACK] Seq=7936 Ack=47172 Win=65792 Len=0 SLE=51489 SRE=51549;;;;;;;;;;;;;;;
7862;460.046.990;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4452#1] 65161  >  443 [ACK] Seq=6911 Ack=21816 Win=65792 Len=0 SLE=23216 SRE=23649;;;;;;;;;;;;;;;
7863;460.047.081;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4441#3] 65126  >  443 [ACK] Seq=7936 Ack=47172 Win=65792 Len=0 SLE=50089 SRE=51549;;;;;;;;;;;;;;;
7864;460.047.184;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=9702 Ack=951381 Win=520704 Len=0;;;;;;;;;;;;;;;
7865;460.047.579;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65161 [ACK] Seq=21816 Ack=6911 Win=64128 Len=1400;;;;;;;;;;;;;;;
7866;460.047.579;103.208.137.6;192.168.43.47;TCP;171;[TCP Out-Of-Order] 443  >  65126 [PSH, ACK] Seq=48572 Ack=7936 Win=64128 Len=117 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7867;460.047.579;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65126 [ACK] Seq=48689 Ack=7936 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7868;460.047.579;103.208.137.6;192.168.43.47;TCP;1454;[TCP Fast Retransmission] 443  >  65126 [ACK] Seq=47172 Ack=7936 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7869;460.047.716;192.168.43.47;103.208.137.6;TCP;74;[TCP Dup ACK 4441#4] 65126  >  443 [ACK] Seq=7936 Ack=47172 Win=65792 Len=0 SLE=48572 SRE=48689 SLE=50089 SRE=51549;;;;;;;;;;;;;;;
7870;460.047.844;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 4441#5] 65126  >  443 [ACK] Seq=7936 Ack=47172 Win=65792 Len=0 SLE=48572 SRE=51549;;;;;;;;;;;;;;;
7871;460.047.967;192.168.43.47;103.208.137.6;TCP;54;65161  >  443 [ACK] Seq=6911 Ack=23649 Win=65792 Len=0;;;;;;;;;;;;;;;
7872;460.048.081;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=7936 Ack=51549 Win=65792 Len=0;;;;;;;;;;;;;;;
7873;460.077.434;192.168.43.47;103.208.137.6;TLSv1.2;768;Application Data;;;;;;;;;;;;;;;
7874;460.086.384;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=10862 Ack=479618 Win=372224 Len=0;;;;;;;;;;;;;;;
7875;460.118.714;192.168.43.47;103.208.137.6;TLSv1.2;786;Application Data;;;;;;;;;;;;;;;
7876;460.120.928;192.168.43.47;103.208.137.6;TLSv1.2;772;Application Data;;;;;;;;;;;;;;;
7877;460.122.607;192.168.43.47;103.208.137.6;TLSv1.2;779;Application Data;;;;;;;;;;;;;;;
7878;460.124.434;192.168.43.47;103.208.137.6;TLSv1.2;773;Application Data;;;;;;;;;;;;;;;
7879;460.167.199;103.208.137.6;192.168.43.47;TCP;350;[TCP Previous segment not captured] 443  >  65126 [PSH, ACK] Seq=52949 Ack=8650 Win=64128 Len=296 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7880;460.167.382;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 7872#1] 65126  >  443 [ACK] Seq=8650 Ack=51549 Win=65792 Len=0 SLE=52949 SRE=53245;;;;;;;;;;;;;;;
7881;460.167.839;103.208.137.6;192.168.43.47;TLSv1.2;88;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
7882;460.167.839;103.208.137.6;192.168.43.47;TCP;1454;[TCP Out-Of-Order] 443  >  65126 [ACK] Seq=51549 Ack=8650 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7883;460.167.839;103.208.137.6;192.168.43.47;TCP;88;443  >  65126 [PSH, ACK] Seq=53245 Ack=8650 Win=64128 Len=34 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7884;460.167.954;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=8650 Ack=53245 Win=65792 Len=0;;;;;;;;;;;;;;;
7885;460.168.082;192.168.43.47;103.208.137.6;TCP;66;[TCP Dup ACK 7871#1] 65161  >  443 [ACK] Seq=7643 Ack=23649 Win=65792 Len=0 SLE=24526 SRE=24560;;;;;;;;;;;;;;;
7886;460.168.340;103.208.137.6;192.168.43.47;TCP;931;[TCP Out-Of-Order] 443  >  65161 [PSH, ACK] Seq=23649 Ack=7643 Win=64128 Len=877;;;;;;;;;;;;;;;
7887;460.168.415;192.168.43.47;103.208.137.6;TCP;54;65161  >  443 [ACK] Seq=7643 Ack=24560 Win=64768 Len=0;;;;;;;;;;;;;;;
7888;460.192.733;103.208.137.6;192.168.43.47;TLSv1.2;1167;Application Data;;;;;;;;;;;;;;;
7889;460.193.210;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
7890;460.193.210;103.208.137.6;192.168.43.47;TCP;1080;443  >  65160 [PSH, ACK] Seq=479618 Ack=11580 Win=64128 Len=1026 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7891;460.193.210;103.208.137.6;192.168.43.47;TLSv1.2;932;Application Data;;;;;;;;;;;;;;;
7892;460.193.210;103.208.137.6;192.168.43.47;TCP;88;443  >  65160 [PSH, ACK] Seq=480644 Ack=11580 Win=64128 Len=34 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7893;460.193.378;192.168.43.47;103.208.137.6;TCP;54;65159  >  443 [ACK] Seq=10427 Ack=952528 Win=519424 Len=0;;;;;;;;;;;;;;;
7894;460.193.559;192.168.43.47;103.208.137.6;TCP;54;65160  >  443 [ACK] Seq=11580 Ack=480678 Win=371200 Len=0;;;;;;;;;;;;;;;
7895;460.195.064;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
7896;460.195.196;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=27013 Ack=715394 Win=623360 Len=0;;;;;;;;;;;;;;;
7897;460.208.240;192.168.43.47;103.208.137.6;TCP;54;65126  >  443 [ACK] Seq=8650 Ack=53279 Win=65536 Len=0;;;;;;;;;;;;;;;
7898;460.776.973;192.168.43.47;172.67.38.97;TLSv1.3;586;Application Data;;;;;;;;;;;;;;;
7899;460.777.313;192.168.43.47;172.67.38.97;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7900;460.850.269;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=18451 Ack=2911 Win=71680 Len=0;;;;;;;;;;;;;;;
7901;460.850.597;172.67.38.97;192.168.43.47;TCP;54;443  >  65122 [ACK] Seq=18451 Ack=2950 Win=71680 Len=0;;;;;;;;;;;;;;;
7902;460.850.597;172.67.38.97;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7903;460.891.275;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=2950 Ack=18490 Win=64768 Len=0;;;;;;;;;;;;;;;
7904;460.901.453;192.168.43.47;74.125.68.102;TLSv1.3;173;Application Data;;;;;;;;;;;;;;;
7905;460.902.237;192.168.43.47;74.125.68.102;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7906;460.902.798;192.168.43.47;74.125.68.102;TCP;1454;49908  >  443 [ACK] Seq=10004 Ack=15822 Win=64256 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7907;460.902.798;192.168.43.47;74.125.68.102;TLSv1.3;307;Application Data;;;;;;;;;;;;;;;
7908;460.935.050;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=15822 Ack=9965 Win=88064 Len=0;;;;;;;;;;;;;;;
7909;460.935.460;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=15822 Ack=10004 Win=88064 Len=0;;;;;;;;;;;;;;;
7910;460.935.460;74.125.68.102;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7911;460.966.522;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=15861 Ack=11657 Win=93696 Len=0;;;;;;;;;;;;;;;
7912;460.983.614;192.168.43.47;74.125.68.102;TCP;54;49908  >  443 [ACK] Seq=11657 Ack=15861 Win=64256 Len=0;;;;;;;;;;;;;;;
7913;461.052.076;74.125.68.102;192.168.43.47;TLSv1.3;134;Application Data;;;;;;;;;;;;;;;
7914;461.052.440;74.125.68.102;192.168.43.47;TLSv1.3;722;Application Data;;;;;;;;;;;;;;;
7915;461.052.440;74.125.68.102;192.168.43.47;TLSv1.3;350;Application Data;;;;;;;;;;;;;;;
7916;461.052.440;74.125.68.102;192.168.43.47;TLSv1.3;162;Application Data;;;;;;;;;;;;;;;
7917;461.052.555;192.168.43.47;74.125.68.102;TCP;54;49908  >  443 [ACK] Seq=11657 Ack=17013 Win=65792 Len=0;;;;;;;;;;;;;;;
7918;461.052.885;74.125.68.102;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7919;461.055.456;192.168.43.47;74.125.68.102;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7920;461.066.506;192.168.43.47;103.208.137.6;TLSv1.2;730;Application Data;;;;;;;;;;;;;;;
7921;461.105.935;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=17052 Ack=11696 Win=93696 Len=0;;;;;;;;;;;;;;;
7922;461.139.649;103.208.137.6;192.168.43.47;TCP;1454;443  >  65121 [ACK] Seq=715394 Ack=27689 Win=64128 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7923;461.139.951;103.208.137.6;192.168.43.47;TLSv1.2;244;Application Data;;;;;;;;;;;;;;;
7924;461.139.951;103.208.137.6;192.168.43.47;TLSv1.2;88;Application Data;;;;;;;;;;;;;;;
7925;461.140.038;192.168.43.47;103.208.137.6;TCP;54;65121  >  443 [ACK] Seq=27689 Ack=717018 Win=624384 Len=0;;;;;;;;;;;;;;;
7926;461.478.268;192.168.43.47;147.135.46.101;TCP;54;[TCP Retransmission] 65192  >  80 [FIN, ACK] Seq=2707 Ack=152 Win=261888 Len=0;;;;;;;;;;;;;;;
7927;461.698.298;172.67.38.97;192.168.43.47;TLSv1.3;834;Application Data;;;;;;;;;;;;;;;
7928;461.698.554;172.67.38.97;192.168.43.47;TLSv1.3;85;Application Data;;;;;;;;;;;;;;;
7929;461.698.625;192.168.43.47;172.67.38.97;TCP;54;65122  >  443 [ACK] Seq=2950 Ack=19301 Win=65792 Len=0;;;;;;;;;;;;;;;
7930;462.395.559;192.168.43.47;172.217.194.102;TCP;54;65141  >  80 [FIN, ACK] Seq=1738 Ack=5872 Win=65792 Len=0;;;;;;;;;;;;;;;
7931;462.437.913;172.217.194.102;192.168.43.47;TCP;54;80  >  65141 [FIN, ACK] Seq=5872 Ack=1739 Win=72192 Len=0;;;;;;;;;;;;;;;
7932;462.438.069;192.168.43.47;172.217.194.102;TCP;54;65141  >  80 [ACK] Seq=1739 Ack=5873 Win=65792 Len=0;;;;;;;;;;;;;;;
7933;467.095.139;192.168.43.47;172.217.194.95;TCP;55;[TCP Keep-Alive] 65163  >  443 [ACK] Seq=1019 Ack=5479 Win=65536 Len=1;;;;;;;;;;;;;;;
7934;467.132.811;172.217.194.95;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  65163 [ACK] Seq=5479 Ack=1020 Win=67840 Len=0 SLE=1019 SRE=1020;;;;;;;;;;;;;;;
7935;467.699.163;192.168.43.47;172.217.194.95;TCP;55;[TCP Keep-Alive] 49915  >  443 [ACK] Seq=4025 Ack=8986 Win=65792 Len=1;;;;;;;;;;;;;;;
7936;467.753.833;172.217.194.95;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49915 [ACK] Seq=8986 Ack=4026 Win=76800 Len=0 SLE=4025 SRE=4026;;;;;;;;;;;;;;;
7937;468.017.533;192.168.43.47;74.125.200.95;TCP;55;[TCP Keep-Alive] 65164  >  443 [ACK] Seq=1335 Ack=12217 Win=64256 Len=1;;;;;;;;;;;;;;;
7938;468.074.761;74.125.200.95;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  65164 [ACK] Seq=12217 Ack=1336 Win=67840 Len=0 SLE=1335 SRE=1336;;;;;;;;;;;;;;;
7939;468.795.137;192.168.43.47;74.125.130.84;TCP;55;[TCP Keep-Alive] 49910  >  443 [ACK] Seq=2863 Ack=5370 Win=65792 Len=1;;;;;;;;;;;;;;;
7940;468.833.672;74.125.130.84;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49910 [ACK] Seq=5370 Ack=2864 Win=72448 Len=0 SLE=2863 SRE=2864;;;;;;;;;;;;;;;
7941;469.939.113;192.168.43.47;104.16.85.20;TCP;55;[TCP Keep-Alive] 65165  >  443 [ACK] Seq=1270 Ack=93096 Win=65536 Len=1;;;;;;;;;;;;;;;
7942;469.989.664;104.16.85.20;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  65165 [ACK] Seq=93096 Ack=1271 Win=68608 Len=0 SLE=1270 SRE=1271;;;;;;;;;;;;;;;
7943;470.144.116;192.168.43.47;147.135.46.101;TCP;54;[TCP Retransmission] 65192  >  80 [FIN, ACK] Seq=2707 Ack=152 Win=261888 Len=0;;;;;;;;;;;;;;;
7944;470.863.104;192.168.43.47;216.239.38.120;TCP;55;[TCP Keep-Alive] 49911  >  443 [ACK] Seq=2087 Ack=50033 Win=65536 Len=1;;;;;;;;;;;;;;;
7945;470.914.930;216.239.38.120;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49911 [ACK] Seq=50033 Ack=2088 Win=72192 Len=0 SLE=2087 SRE=2088;;;;;;;;;;;;;;;
7946;472.159.121;192.168.43.47;74.125.24.154;TCP;55;[TCP Keep-Alive] 49919  >  443 [ACK] Seq=1816 Ack=6051 Win=65280 Len=1;;;;;;;;;;;;;;;
7947;472.213.529;74.125.24.154;192.168.43.47;TCP;66;[TCP Keep-Alive ACK] 443  >  49919 [ACK] Seq=6051 Ack=1817 Win=68864 Len=0 SLE=1816 SRE=1817;;;;;;;;;;;;;;;
7948;472.737.770;192.168.43.47;74.125.68.102;TLSv1.3;173;Application Data;;;;;;;;;;;;;;;
7949;472.738.090;192.168.43.47;74.125.68.102;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7950;472.738.278;192.168.43.47;74.125.68.102;TCP;1454;49908  >  443 [ACK] Seq=11854 Ack=17052 Win=65536 Len=1400 [TCP segment of a reassembled PDU];;;;;;;;;;;;;;;
7951;472.738.278;192.168.43.47;74.125.68.102;TLSv1.3;92;Application Data;;;;;;;;;;;;;;;
7952;472.795.007;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=17052 Ack=11854 Win=93696 Len=0;;;;;;;;;;;;;;;
7953;472.795.286;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=17052 Ack=11815 Win=93696 Len=0;;;;;;;;;;;;;;;
7954;472.795.286;74.125.68.102;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
7955;472.803.576;74.125.68.102;192.168.43.47;TCP;54;443  >  49908 [ACK] Seq=17091 Ack=13292 Win=96512 Len=0;;;;;;;;;;;;;;;
7956;472.836.999;192.168.43.47;74.125.68.102;TCP;54;49908  >  443 [ACK] Seq=13292 Ack=17091 Win=65536 Len=0;;;;;;;;;;;;;;;
7957;472.975.615;74.125.68.102;192.168.43.47;TLSv1.3;135;Application Data;;;;;;;;;;;;;;;
7958;472.975.966;74.125.68.102;192.168.43.47;TLSv1.3;699;Application Data;;;;;;;;;;;;;;;
7959;472.975.966;74.125.68.102;192.168.43.47;TLSv1.3;132;[TCP Previous segment not captured] , Application Data;;;;;;;;;;;;;;;
7960;472.975.966;74.125.68.102;192.168.43.47;TCP;123;[TCP Out-Of-Order] 443  >  49908 [PSH, ACK] Seq=17817 Ack=13292 Win=96512 Len=69;;;;;;;;;;;;;;;
7961;472.975.966;74.125.68.102;192.168.43.47;TLSv1.3;93;Application Data;;;;;;;;;;;;;;;
